id,points,rebounds,assists,blocks,steals,turnover,fouls,fieldGoalsPercentage,threePointsPercentage,freeThrowsPercentage,partOfteam,partOfgame
3724,122,59,58,13,17,14,10,0.47,0.28,0.90,27,3614
3725,86,55,49,10,14,16,15,0.56,0.44,0.84,25,3615
3726,83,56,43,18,14,18,15,0.47,0.46,0.85,3,3616
3727,122,40,40,13,13,20,18,0.61,0.22,0.73,22,3617
3728,98,59,41,18,18,20,12,0.45,0.28,0.82,15,3618
3729,99,46,41,16,15,10,20,0.67,0.33,0.80,19,3619
3730,117,51,40,10,18,13,14,0.42,0.24,0.86,23,3620
3731,111,49,43,12,18,14,19,0.62,0.35,0.76,11,3621
3732,129,49,41,18,14,12,11,0.59,0.39,0.82,20,3622
3733,97,60,52,13,13,12,12,0.62,0.36,0.79,8,3623
3734,107,43,55,14,18,17,12,0.55,0.49,0.85,11,3624
3735,94,42,48,16,17,10,19,0.54,0.47,0.87,27,3625
3736,130,57,41,16,19,16,10,0.45,0.50,0.72,26,3626
3737,80,50,53,10,10,12,12,0.55,0.28,0.85,6,3627
3738,106,58,43,12,16,14,10,0.66,0.31,0.79,22,3628
3739,84,57,44,13,19,18,19,0.63,0.23,0.71,22,3629
3740,85,51,55,13,18,15,14,0.57,0.43,0.86,4,3630
3741,108,60,49,17,13,15,14,0.65,0.26,0.77,16,3631
3742,130,48,55,20,19,10,12,0.61,0.26,0.71,29,3632
3743,130,44,51,18,17,13,17,0.61,0.30,0.80,25,3633
3744,80,49,59,14,13,17,15,0.53,0.48,0.76,18,3634
3745,98,43,44,15,19,14,12,0.47,0.23,0.86,21,3635
3746,112,53,59,18,10,19,18,0.55,0.29,0.71,6,3636
3747,130,51,57,11,10,18,17,0.65,0.22,0.74,14,3637
3748,89,50,57,13,12,20,15,0.60,0.46,0.81,20,3638
3749,101,43,45,13,17,17,14,0.41,0.49,0.70,15,3639
3750,130,59,43,13,13,10,16,0.52,0.22,0.77,18,3640
3751,105,58,47,11,16,13,15,0.46,0.47,0.85,16,3641
3752,95,50,55,13,12,13,17,0.67,0.27,0.89,25,3642
3753,98,60,41,10,12,19,15,0.70,0.28,0.72,5,3643
3754,97,59,51,13,16,19,14,0.67,0.34,0.82,1,3644
3755,82,43,47,18,17,18,11,0.44,0.26,0.81,1,3645
3756,102,58,51,20,20,12,20,0.58,0.22,0.84,22,3646
3757,85,47,48,11,10,16,11,0.49,0.47,0.88,1,3647
3758,123,60,50,13,19,12,10,0.51,0.43,0.76,6,3648
3759,123,45,59,15,19,19,11,0.44,0.29,0.74,3,3649
3760,126,46,43,18,13,13,15,0.68,0.38,0.83,2,3650
3761,96,55,57,19,16,17,15,0.45,0.32,0.75,14,3651
3762,95,54,42,19,20,20,17,0.60,0.23,0.84,25,3652
3763,129,44,60,14,12,14,18,0.51,0.46,0.87,18,3653
3764,104,53,49,17,16,15,10,0.53,0.48,0.79,17,3654
3765,120,43,52,18,17,13,20,0.47,0.21,0.83,17,3655
3766,118,49,40,17,14,11,18,0.61,0.44,0.85,16,3656
3767,129,59,50,14,14,13,16,0.62,0.42,0.71,15,3657
3768,112,46,51,10,15,18,10,0.56,0.36,0.74,26,3658
3769,99,50,55,17,11,10,16,0.64,0.38,0.89,19,3659
3770,100,54,50,17,17,13,17,0.50,0.28,0.76,9,3660
3771,89,52,51,10,16,20,13,0.57,0.47,0.70,14,3661
3772,82,49,50,16,11,20,13,0.51,0.46,0.84,3,3662
3773,109,43,54,18,17,18,17,0.59,0.41,0.77,25,3663
3774,116,60,40,10,19,13,16,0.53,0.23,0.87,20,3664
3775,81,47,54,12,18,17,14,0.46,0.25,0.76,16,3665
3776,126,48,53,15,15,12,11,0.45,0.38,0.78,26,3666
3777,103,54,52,20,12,14,16,0.56,0.32,0.77,22,3667
3778,119,45,40,18,10,20,11,0.64,0.45,0.75,21,3668
3779,81,40,60,20,11,10,10,0.53,0.22,0.89,18,3669
3780,119,47,40,10,18,19,19,0.69,0.44,0.84,14,3670
3781,82,40,46,19,18,20,11,0.62,0.46,0.80,5,3671
3782,106,57,48,12,11,19,15,0.66,0.45,0.82,23,3672
3783,96,40,52,10,15,17,17,0.56,0.31,0.82,15,3673
3784,112,58,48,15,16,11,13,0.59,0.21,0.75,25,3674
3785,80,58,45,11,10,18,18,0.59,0.31,0.88,19,3675
3786,110,40,53,19,19,18,14,0.59,0.47,0.70,27,3676
3787,122,60,41,13,13,13,13,0.66,0.38,0.89,29,3677
3788,107,55,40,12,13,17,18,0.59,0.49,0.73,12,3678
3789,93,52,46,15,13,18,10,0.56,0.47,0.90,3,3679
3790,105,41,46,12,18,16,13,0.51,0.45,0.75,5,3680
3791,109,55,53,19,18,15,19,0.61,0.25,0.84,4,3681
3792,82,51,40,11,12,18,18,0.48,0.35,0.84,23,3682
3793,101,51,59,11,11,10,14,0.49,0.42,0.82,12,3683
3794,85,59,48,12,17,12,11,0.46,0.37,0.77,29,3684
3795,103,46,52,15,15,17,14,0.45,0.45,0.78,12,3685
3796,92,43,47,19,12,20,18,0.59,0.37,0.75,27,3686
3797,111,57,40,15,19,20,18,0.43,0.46,0.77,26,3687
3798,122,48,55,14,11,10,11,0.61,0.27,0.72,16,3688
3799,80,45,49,20,20,11,20,0.70,0.41,0.79,19,3689
3800,125,54,40,12,12,12,10,0.65,0.45,0.83,30,3690
3801,127,41,42,12,15,13,16,0.60,0.29,0.76,24,1
3802,92,57,58,12,13,11,13,0.54,0.36,0.81,27,2
3803,83,44,50,12,11,18,17,0.69,0.33,0.74,12,3
3804,106,58,47,16,17,19,15,0.46,0.23,0.87,7,4
3805,81,60,57,20,14,13,15,0.49,0.44,0.72,25,5
3806,127,54,51,17,20,15,11,0.62,0.21,0.81,10,6
3807,92,54,57,11,15,20,17,0.57,0.37,0.76,7,7
3808,83,43,44,13,19,14,20,0.63,0.37,0.74,15,8
3809,121,40,40,14,19,12,16,0.56,0.41,0.87,9,9
3810,85,50,54,16,13,16,18,0.60,0.22,0.88,28,10
3811,106,46,40,17,16,19,11,0.45,0.30,0.82,2,11
3812,125,45,55,14,16,12,15,0.63,0.41,0.78,9,12
3813,128,45,41,13,15,16,18,0.53,0.30,0.75,28,13
3814,105,55,42,18,15,12,19,0.58,0.29,0.70,11,14
3815,94,50,51,20,11,18,13,0.53,0.33,0.82,2,15
3816,111,57,56,18,14,20,11,0.66,0.24,0.78,17,16
3817,99,49,45,20,18,18,11,0.45,0.21,0.82,10,17
3818,99,59,49,18,11,11,15,0.65,0.28,0.76,3,18
3819,85,53,52,12,18,18,13,0.66,0.28,0.71,23,19
3820,101,46,58,18,15,15,11,0.54,0.30,0.73,19,20
3821,110,43,46,10,19,10,16,0.52,0.47,0.83,25,21
3822,126,60,60,18,15,17,19,0.62,0.30,0.89,12,22
3823,92,49,49,11,10,19,17,0.70,0.42,0.80,27,23
3824,103,41,54,10,19,14,10,0.59,0.43,0.81,8,24
3825,114,42,56,12,16,10,12,0.58,0.23,0.87,1,25
3826,112,58,48,19,20,19,14,0.42,0.49,0.82,27,26
3827,124,51,43,14,14,20,15,0.52,0.48,0.87,22,27
3828,87,40,53,19,13,10,17,0.54,0.40,0.76,12,28
3829,88,40,40,17,14,16,14,0.49,0.44,0.79,24,29
3830,82,49,50,20,11,20,17,0.50,0.39,0.81,25,30
3831,120,51,42,20,16,10,12,0.62,0.29,0.88,7,31
3832,125,46,40,19,15,16,15,0.46,0.49,0.71,2,32
3833,129,55,47,20,12,10,10,0.51,0.45,0.77,15,33
3834,123,43,45,15,17,16,13,0.68,0.22,0.75,19,34
3835,122,43,54,11,13,19,15,0.70,0.42,0.78,23,35
3836,122,51,55,16,17,11,15,0.62,0.20,0.87,14,36
3837,116,57,46,14,12,10,13,0.46,0.31,0.77,28,37
3838,93,43,59,19,15,17,17,0.53,0.27,0.75,20,38
3839,95,40,49,11,13,10,11,0.63,0.50,0.77,15,39
3840,113,42,49,12,13,12,19,0.63,0.23,0.89,13,40
3841,108,43,41,15,18,12,15,0.68,0.32,0.86,8,41
3842,106,42,47,17,10,19,19,0.63,0.21,0.73,13,42
3843,106,58,43,14,17,15,14,0.42,0.45,0.71,10,43
3844,93,56,55,11,12,19,19,0.69,0.47,0.78,12,44
3845,92,41,56,19,11,17,14,0.58,0.20,0.80,18,45
3846,80,57,58,10,17,13,20,0.48,0.36,0.82,6,46
3847,129,52,46,20,20,18,19,0.58,0.34,0.78,17,47
3848,126,52,41,18,17,16,19,0.47,0.39,0.81,27,48
3849,127,55,42,10,19,17,16,0.70,0.33,0.73,20,49
3850,125,52,44,13,16,16,14,0.50,0.23,0.90,1,50
3851,125,60,42,16,18,10,16,0.56,0.45,0.82,8,51
3852,123,40,52,13,12,10,15,0.42,0.37,0.80,10,52
3853,110,53,59,19,11,20,12,0.67,0.49,0.86,1,53
3854,88,57,52,20,19,12,11,0.49,0.43,0.75,27,54
3855,83,55,50,14,19,17,16,0.59,0.47,0.76,9,55
3856,83,43,43,10,20,15,19,0.62,0.33,0.75,12,56
3857,116,51,51,15,11,14,10,0.41,0.26,0.76,20,57
3858,123,59,56,18,10,17,20,0.54,0.29,0.78,22,58
3859,114,56,40,11,20,17,18,0.48,0.44,0.81,12,59
3860,129,54,58,14,14,10,17,0.57,0.40,0.80,11,60
3861,127,57,60,18,13,11,12,0.42,0.43,0.77,4,61
3862,122,52,58,14,16,16,15,0.58,0.20,0.87,26,62
3863,113,49,51,19,15,10,18,0.53,0.43,0.85,12,63
3864,105,44,51,17,11,19,16,0.45,0.42,0.80,29,64
3865,117,58,44,20,16,12,20,0.60,0.42,0.78,8,65
3866,86,44,54,12,10,12,11,0.41,0.26,0.87,20,66
3867,98,58,57,17,15,16,17,0.43,0.43,0.77,28,67
3868,102,41,40,15,10,14,16,0.62,0.48,0.88,4,68
3869,102,49,46,17,10,12,14,0.52,0.48,0.81,5,69
3870,117,54,52,15,13,16,18,0.61,0.32,0.77,22,70
3871,84,51,59,14,10,14,15,0.70,0.34,0.84,5,71
3872,95,40,49,11,12,16,15,0.55,0.42,0.74,10,72
3873,99,44,43,14,13,15,16,0.60,0.25,0.83,21,73
3874,119,52,58,10,14,18,11,0.48,0.35,0.81,23,74
3875,85,47,44,19,15,13,15,0.69,0.38,0.77,30,75
3876,98,41,45,20,19,17,19,0.54,0.39,0.74,20,76
3877,114,40,56,11,10,17,20,0.56,0.46,0.81,14,77
3878,124,49,55,17,14,10,11,0.63,0.44,0.86,30,78
3879,98,53,42,17,15,12,16,0.45,0.45,0.81,21,79
3880,85,52,54,12,12,19,16,0.43,0.49,0.87,13,80
3881,128,60,42,10,14,14,13,0.70,0.23,0.82,27,81
3882,86,40,41,17,15,18,12,0.67,0.35,0.87,1,82
3883,116,43,58,20,15,17,11,0.69,0.26,0.74,22,83
3884,129,51,54,12,15,10,17,0.42,0.30,0.82,15,84
3885,126,48,46,12,16,20,19,0.60,0.21,0.75,14,85
3886,106,50,44,15,17,13,12,0.53,0.49,0.89,24,86
3887,82,41,60,15,13,15,10,0.59,0.42,0.81,12,87
3888,103,40,47,16,15,12,19,0.40,0.49,0.80,9,88
3889,98,42,43,20,20,20,20,0.48,0.47,0.89,6,89
3890,123,49,55,12,10,19,10,0.63,0.37,0.81,28,90
3891,120,48,54,17,11,15,17,0.41,0.37,0.71,24,91
3892,89,56,51,17,18,13,16,0.62,0.47,0.82,11,92
3893,105,49,52,13,19,18,11,0.48,0.46,0.72,21,93
3894,88,58,49,17,15,19,17,0.47,0.39,0.75,6,94
3895,111,40,54,13,15,16,19,0.67,0.43,0.89,5,95
3896,122,45,41,12,16,15,16,0.45,0.44,0.87,27,96
3897,105,43,42,17,10,20,18,0.52,0.45,0.77,24,97
3898,96,60,40,19,20,11,13,0.57,0.30,0.77,17,98
3899,109,52,54,10,11,12,16,0.48,0.45,0.82,16,99
3900,111,50,54,18,14,17,11,0.68,0.46,0.79,15,100
3901,116,43,53,14,20,19,13,0.44,0.23,0.86,3,101
3902,89,46,59,16,18,18,18,0.66,0.45,0.77,26,102
3903,112,58,54,10,10,11,20,0.51,0.44,0.84,9,103
3904,83,55,41,13,17,18,12,0.52,0.33,0.74,18,104
3905,85,43,47,11,19,19,19,0.53,0.34,0.83,16,105
3906,129,59,43,17,18,20,20,0.52,0.35,0.88,14,106
3907,108,51,52,19,13,14,17,0.67,0.32,0.87,4,107
3908,128,60,42,14,16,20,11,0.40,0.37,0.82,19,108
3909,111,42,40,20,18,11,18,0.55,0.39,0.80,22,109
3910,114,60,44,17,10,20,15,0.41,0.29,0.89,22,110
3911,123,52,59,13,15,13,13,0.42,0.30,0.83,20,111
3912,119,60,59,13,19,17,14,0.42,0.33,0.80,27,113
3913,92,42,44,15,16,12,16,0.65,0.40,0.81,11,114
3914,92,59,45,15,18,12,10,0.68,0.34,0.79,7,115
3915,97,53,60,15,19,11,18,0.46,0.45,0.82,9,116
3916,128,58,49,20,10,15,14,0.64,0.27,0.76,6,117
3917,110,56,42,14,12,11,10,0.54,0.27,0.77,10,119
3918,104,50,46,10,16,15,10,0.69,0.24,0.86,29,120
3919,81,57,52,12,14,14,14,0.59,0.38,0.87,15,121
3920,94,48,52,13,14,11,17,0.65,0.21,0.78,12,122
3921,121,48,58,14,15,11,17,0.64,0.40,0.74,5,123
3922,104,52,41,10,10,10,19,0.51,0.41,0.88,26,124
3923,88,42,42,15,10,18,16,0.55,0.31,0.87,1,125
3924,81,51,42,19,14,15,17,0.68,0.23,0.72,6,126
3925,89,55,56,13,18,20,19,0.41,0.32,0.84,21,127
3926,107,54,55,20,19,12,17,0.43,0.36,0.89,8,128
3927,101,46,51,15,17,20,18,0.58,0.23,0.82,13,129
3928,125,55,51,15,16,10,18,0.58,0.49,0.81,5,130
3929,110,53,52,15,13,14,19,0.61,0.38,0.75,1,131
3930,112,57,53,17,17,12,18,0.48,0.34,0.77,30,132
3931,125,55,56,14,14,13,13,0.58,0.35,0.73,14,133
3932,105,58,52,15,15,17,14,0.62,0.43,0.75,17,134
3933,90,48,55,14,15,17,19,0.57,0.46,0.80,11,135
3934,112,50,45,12,13,15,14,0.51,0.39,0.83,1,136
3935,89,43,45,16,12,11,15,0.66,0.28,0.88,17,137
3936,128,48,54,11,17,11,11,0.62,0.45,0.78,6,139
3937,99,44,59,11,14,10,18,0.55,0.34,0.71,19,140
3938,130,55,54,13,17,18,19,0.46,0.49,0.87,11,141
3939,96,55,50,19,19,17,18,0.63,0.46,0.71,11,142
3940,81,52,53,17,16,19,10,0.54,0.23,0.86,28,143
3941,104,55,43,12,12,12,19,0.57,0.27,0.89,16,144
3942,126,40,56,19,10,13,16,0.55,0.28,0.90,18,145
3943,91,46,42,13,12,18,18,0.45,0.33,0.74,30,146
3944,88,42,52,17,12,11,12,0.45,0.41,0.86,7,147
3945,130,45,40,15,19,12,10,0.63,0.31,0.75,5,148
3946,124,48,48,15,19,17,16,0.62,0.21,0.72,22,149
3947,100,47,41,15,17,13,13,0.66,0.46,0.75,2,150
3948,114,49,50,17,10,20,19,0.70,0.28,0.86,16,151
3949,120,48,44,16,12,15,13,0.68,0.37,0.83,27,152
3950,120,56,44,15,10,12,15,0.66,0.33,0.81,24,153
3951,85,59,41,16,13,10,18,0.51,0.36,0.89,10,154
3952,99,47,41,18,14,18,20,0.63,0.39,0.83,12,155
3953,86,48,50,10,18,13,18,0.49,0.20,0.71,25,156
3954,116,56,57,10,12,15,20,0.57,0.34,0.86,11,157
3955,91,59,53,14,10,10,14,0.46,0.31,0.86,29,158
3956,83,50,56,13,13,13,11,0.59,0.20,0.87,5,159
3957,102,57,59,20,17,13,16,0.69,0.27,0.89,24,160
3958,101,50,53,15,14,19,16,0.42,0.33,0.73,24,161
3959,108,46,47,18,15,20,19,0.51,0.39,0.90,24,162
3960,119,57,49,10,15,11,16,0.57,0.25,0.71,30,163
3961,125,47,58,19,12,11,16,0.44,0.36,0.73,18,164
3962,129,57,48,16,19,14,17,0.60,0.32,0.71,11,165
3963,102,40,50,11,10,12,11,0.47,0.35,0.77,13,166
3964,115,51,46,18,10,15,10,0.52,0.44,0.84,30,167
3965,123,46,57,10,14,18,15,0.45,0.37,0.84,23,168
3966,81,55,46,14,18,14,19,0.54,0.38,0.70,28,169
3967,90,47,46,17,18,20,16,0.48,0.28,0.90,5,170
3968,119,47,57,12,19,16,15,0.68,0.49,0.80,5,171
3969,113,54,44,12,13,12,20,0.64,0.23,0.75,11,172
3970,114,45,51,17,18,13,12,0.68,0.33,0.71,12,173
3971,100,47,56,15,20,14,10,0.69,0.26,0.87,2,174
3972,101,49,47,15,12,17,16,0.50,0.21,0.78,1,175
3973,98,50,57,13,15,20,14,0.52,0.33,0.76,6,176
3974,81,52,44,13,20,17,19,0.65,0.42,0.75,23,177
3975,81,51,51,18,16,16,16,0.44,0.21,0.70,7,178
3976,86,47,40,20,12,14,16,0.48,0.45,0.88,23,179
3977,90,53,40,18,14,11,15,0.63,0.32,0.73,24,180
3978,117,60,53,17,20,18,19,0.66,0.21,0.71,7,181
3979,115,52,57,18,20,16,10,0.49,0.31,0.82,29,182
3980,105,50,53,19,14,13,20,0.47,0.20,0.77,1,183
3981,119,55,48,19,13,19,15,0.67,0.47,0.79,12,184
3982,130,57,48,13,13,15,10,0.55,0.43,0.78,22,186
3983,92,59,46,11,11,18,14,0.61,0.24,0.71,23,187
3984,109,47,50,13,13,13,16,0.52,0.49,0.86,14,188
3985,109,55,56,18,10,11,12,0.43,0.42,0.82,15,189
3986,94,47,55,10,19,10,16,0.58,0.30,0.74,27,190
3987,105,44,41,20,14,18,15,0.42,0.34,0.79,4,191
3988,92,46,46,19,11,14,13,0.51,0.39,0.76,27,192
3989,85,40,47,17,13,14,17,0.55,0.34,0.85,24,193
3990,122,45,53,18,20,15,15,0.64,0.24,0.88,24,195
3991,128,44,48,15,20,15,18,0.59,0.31,0.72,10,196
3992,90,60,60,18,11,15,12,0.63,0.29,0.81,21,197
3993,103,51,49,13,19,17,13,0.45,0.45,0.73,23,198
3994,130,41,57,16,15,15,13,0.44,0.27,0.76,30,199
3995,103,53,43,10,14,11,11,0.63,0.32,0.79,21,200
3996,93,51,43,14,14,17,16,0.60,0.26,0.88,14,201
3997,106,51,59,14,19,12,19,0.48,0.42,0.89,17,202
3998,128,48,57,10,20,10,13,0.40,0.30,0.84,14,203
3999,120,53,60,16,20,12,17,0.41,0.46,0.82,8,204
4000,125,56,56,20,17,11,14,0.55,0.34,0.75,14,205
4001,117,59,42,15,15,10,12,0.53,0.23,0.74,24,206
4002,93,47,43,15,14,20,11,0.55,0.32,0.70,4,207
4003,116,53,47,12,19,17,20,0.41,0.37,0.85,28,208
4004,129,42,41,17,15,14,18,0.53,0.33,0.74,16,209
4005,109,52,46,17,19,14,14,0.41,0.25,0.78,25,210
4006,93,60,55,13,16,20,11,0.48,0.26,0.79,19,211
4007,120,44,60,15,17,20,20,0.56,0.27,0.86,19,212
4008,121,46,57,18,13,19,15,0.42,0.26,0.80,13,213
4009,89,53,57,19,16,16,16,0.49,0.50,0.71,13,214
4010,92,52,51,18,11,16,20,0.68,0.44,0.85,1,215
4011,126,44,53,15,19,13,17,0.49,0.23,0.73,24,216
4012,123,55,51,15,20,11,15,0.58,0.44,0.73,12,217
4013,115,40,42,19,14,15,20,0.48,0.40,0.82,8,218
4014,90,51,60,10,15,19,16,0.42,0.41,0.89,6,219
4015,129,49,51,14,11,14,15,0.62,0.22,0.78,8,220
4016,121,60,60,20,16,10,17,0.52,0.38,0.72,27,221
4017,98,41,44,20,13,12,12,0.58,0.31,0.70,9,222
4018,115,50,58,14,15,15,15,0.67,0.34,0.72,15,223
4019,94,60,51,15,18,10,13,0.47,0.49,0.84,29,224
4020,123,51,50,15,17,15,11,0.51,0.30,0.73,11,225
4021,97,43,53,12,15,20,12,0.52,0.44,0.80,21,226
4022,110,43,40,17,14,13,13,0.56,0.27,0.89,8,227
4023,97,56,58,17,19,18,13,0.46,0.36,0.79,3,228
4024,121,56,48,13,19,10,14,0.64,0.47,0.75,16,229
4025,97,56,41,20,18,20,17,0.44,0.33,0.76,16,230
4026,120,55,50,17,17,17,20,0.47,0.38,0.80,25,231
4027,105,45,58,15,18,17,12,0.58,0.31,0.78,8,233
4028,102,60,60,15,10,11,10,0.49,0.31,0.83,7,234
4029,89,45,49,15,20,14,12,0.63,0.23,0.74,22,235
4030,119,55,47,19,11,14,17,0.41,0.31,0.77,13,236
4031,122,42,47,16,16,20,10,0.54,0.38,0.79,17,237
4032,119,42,48,12,16,19,12,0.49,0.46,0.80,25,238
4033,103,57,54,13,15,11,13,0.59,0.31,0.80,11,239
4034,90,54,45,17,12,12,12,0.48,0.36,0.78,10,240
4035,120,58,49,17,15,10,18,0.48,0.20,0.87,10,241
4036,86,55,51,13,18,12,13,0.68,0.22,0.72,13,242
4037,108,43,51,12,18,18,18,0.48,0.21,0.79,30,243
4038,106,57,43,13,13,16,19,0.47,0.25,0.79,13,244
4039,116,47,50,15,19,12,17,0.67,0.26,0.74,1,245
4040,101,57,45,11,11,12,19,0.65,0.36,0.82,1,246
4041,92,41,60,10,18,18,13,0.52,0.43,0.89,21,247
4042,96,52,49,17,16,19,12,0.63,0.25,0.84,16,248
4043,92,59,56,16,10,10,13,0.42,0.25,0.79,2,249
4044,126,60,59,19,11,17,10,0.44,0.33,0.87,23,250
4045,97,54,49,18,16,14,10,0.60,0.27,0.77,20,251
4046,100,43,56,10,17,10,12,0.66,0.33,0.85,17,252
4047,81,51,42,15,12,11,16,0.67,0.41,0.81,7,253
4048,88,48,57,13,19,13,13,0.65,0.47,0.73,28,255
4049,125,44,50,18,11,15,18,0.58,0.26,0.71,1,256
4050,118,49,59,19,13,20,16,0.60,0.25,0.78,21,257
4051,126,43,41,12,16,13,14,0.48,0.44,0.72,9,258
4052,92,58,50,13,20,19,14,0.46,0.34,0.78,10,259
4053,101,49,50,11,17,10,16,0.47,0.32,0.76,27,260
4054,81,58,40,15,16,18,16,0.43,0.27,0.80,11,261
4055,117,48,52,16,16,12,15,0.50,0.35,0.70,11,262
4056,101,51,56,19,14,14,20,0.46,0.47,0.76,10,263
4057,120,48,54,12,16,19,14,0.63,0.28,0.70,3,264
4058,102,54,48,10,18,18,20,0.51,0.42,0.82,1,265
4059,112,45,58,17,17,11,18,0.53,0.21,0.72,14,266
4060,93,54,60,12,13,20,17,0.41,0.34,0.75,6,267
4061,88,58,45,17,17,17,19,0.48,0.27,0.72,15,268
4062,116,54,49,15,15,18,14,0.49,0.30,0.74,19,269
4063,114,54,55,13,18,12,15,0.65,0.20,0.83,25,270
4064,115,41,51,15,16,20,12,0.46,0.47,0.89,21,271
4065,99,41,60,10,18,13,19,0.59,0.31,0.76,18,272
4066,94,43,51,12,20,16,11,0.50,0.48,0.82,10,273
4067,103,45,49,19,20,10,19,0.66,0.20,0.89,14,274
4068,101,58,58,13,15,20,14,0.51,0.36,0.80,9,275
4069,91,44,47,19,13,15,18,0.55,0.32,0.89,21,276
4070,108,52,60,15,12,12,18,0.49,0.21,0.89,26,277
4071,118,49,48,11,19,20,10,0.52,0.50,0.77,16,278
4072,94,41,56,17,10,18,15,0.52,0.21,0.79,30,279
4073,89,51,57,18,16,20,18,0.67,0.46,0.85,9,280
4074,84,49,52,11,19,11,11,0.54,0.35,0.88,19,281
4075,104,55,45,13,20,12,15,0.68,0.44,0.82,2,282
4076,81,44,52,10,20,14,10,0.41,0.32,0.86,9,283
4077,109,52,60,20,10,11,18,0.46,0.36,0.88,3,284
4078,97,57,41,19,13,13,16,0.44,0.37,0.73,16,285
4079,90,55,57,15,17,19,15,0.48,0.43,0.85,11,286
4080,88,51,57,19,10,12,12,0.51,0.20,0.81,18,287
4081,100,40,47,13,14,16,12,0.53,0.31,0.85,16,288
4082,122,41,56,17,20,16,11,0.56,0.25,0.74,19,289
4083,95,41,40,17,12,16,10,0.65,0.40,0.88,13,290
4084,116,50,54,13,18,13,15,0.69,0.43,0.76,22,292
4085,117,56,42,10,10,17,17,0.44,0.23,0.78,29,293
4086,105,51,49,15,17,20,13,0.48,0.40,0.76,12,294
4087,92,41,47,10,20,12,14,0.70,0.25,0.81,9,295
4088,103,51,53,15,11,16,12,0.54,0.49,0.85,3,296
4089,82,58,58,14,19,20,12,0.46,0.36,0.79,27,297
4090,90,55,49,20,14,11,10,0.58,0.50,0.83,2,298
4091,105,58,51,12,19,18,11,0.70,0.44,0.79,28,299
4092,128,50,45,16,15,14,12,0.61,0.21,0.83,19,300
4093,128,47,42,20,20,10,14,0.59,0.29,0.71,29,301
4094,98,41,45,10,14,14,19,0.69,0.47,0.86,27,302
4095,108,55,49,17,13,13,12,0.54,0.20,0.78,11,303
4096,116,57,59,10,11,17,15,0.60,0.49,0.74,29,304
4097,91,57,47,20,20,19,20,0.44,0.48,0.87,19,305
4098,102,47,60,19,12,12,14,0.57,0.43,0.86,25,306
4099,89,45,45,13,11,10,16,0.48,0.24,0.72,4,307
4100,110,57,52,14,11,11,19,0.46,0.23,0.73,9,308
4101,105,52,51,15,12,11,12,0.68,0.42,0.72,6,310
4102,104,50,54,13,15,17,17,0.70,0.31,0.74,23,312
4103,114,59,53,12,19,20,14,0.70,0.41,0.81,5,313
4104,82,46,52,18,15,15,14,0.42,0.42,0.71,13,314
4105,125,44,49,19,12,16,15,0.57,0.31,0.89,4,315
4106,93,46,56,16,19,13,20,0.40,0.45,0.73,12,317
4107,117,53,58,14,20,10,14,0.47,0.41,0.72,15,318
4108,100,54,48,17,11,13,10,0.54,0.29,0.87,8,319
4109,86,55,49,16,13,17,19,0.67,0.26,0.79,6,320
4110,112,45,47,20,18,16,10,0.64,0.50,0.84,18,321
4111,125,49,50,17,13,16,16,0.68,0.48,0.80,16,322
4112,86,57,50,11,15,19,20,0.53,0.34,0.88,19,323
4113,111,51,57,10,13,15,10,0.48,0.46,0.89,5,324
4114,94,41,50,13,19,16,19,0.54,0.37,0.89,17,325
4115,81,48,51,17,18,12,10,0.47,0.29,0.82,11,326
4116,87,50,52,11,16,15,18,0.53,0.46,0.80,17,327
4117,90,50,57,16,10,19,20,0.67,0.34,0.88,16,328
4118,103,48,57,14,15,15,11,0.56,0.32,0.84,9,329
4119,105,48,41,11,15,18,19,0.57,0.32,0.83,5,330
4120,117,59,49,11,14,11,14,0.53,0.38,0.84,7,331
4121,97,50,53,15,13,18,15,0.56,0.50,0.77,25,332
4122,116,41,50,19,10,14,20,0.65,0.45,0.77,2,333
4123,82,46,58,17,14,16,18,0.49,0.33,0.75,14,334
4124,120,52,41,18,19,11,17,0.46,0.40,0.75,12,335
4125,94,59,56,16,16,20,15,0.49,0.34,0.89,1,336
4126,121,54,55,16,12,17,13,0.66,0.31,0.74,11,337
4127,124,60,52,18,12,19,19,0.42,0.24,0.84,7,338
4128,122,59,44,15,10,19,10,0.59,0.31,0.72,9,339
4129,88,46,51,13,13,19,15,0.57,0.44,0.88,5,340
4130,112,48,52,13,14,11,10,0.45,0.25,0.87,2,341
4131,91,57,53,16,10,16,10,0.66,0.24,0.85,24,342
4132,103,42,45,14,17,14,20,0.54,0.36,0.88,1,343
4133,120,49,59,13,13,12,14,0.47,0.42,0.74,19,344
4134,127,60,49,10,14,18,15,0.52,0.30,0.71,18,345
4135,83,50,55,20,13,16,12,0.43,0.34,0.84,23,346
4136,125,43,60,16,12,20,19,0.64,0.44,0.89,10,347
4137,100,54,56,15,16,20,10,0.48,0.40,0.78,19,348
4138,103,44,44,20,13,14,16,0.54,0.23,0.74,10,349
4139,129,52,45,19,16,11,10,0.60,0.23,0.70,19,350
4140,128,49,53,20,19,14,19,0.40,0.38,0.77,29,351
4141,102,51,55,15,11,17,11,0.45,0.24,0.83,24,352
4142,110,52,60,17,12,15,12,0.64,0.38,0.86,24,353
